3925,2017-03-19,29,0.82207092598619946,0.17792907401380079
4332,2017-03-19,29,0.13945159428308651,0.86054840571691327
4223,2017-03-19,29,0.86342441752617383,0.13657558247382626
4489,2017-03-18,29,0.99800949318400378,0.0019905068159961087
4463,2017-03-18,29,0.58828597336106481,0.41171402663893525
4263,2017-03-20,29,0.86779245861912779,0.13220754138087215
4378,2017-03-19,29,0.6841331088649738,0.3158668911350262
4067,2017-03-18,29,0.24737430111882652,0.75262569888117326
4178,2017-03-18,29,0.96458409606403417,0.035415903935965887
4152,2017-03-20,29,0.58172283903304411,0.41827716096695594
4167,2017-03-18,29,0.99911085782305742,0.000889142176942497
3969,2017-03-18,29,0.6579379664299414,0.3420620335700586
4311,2017-03-18,29,0.93445992472453943,0.065540075275460408
3983,2017-03-18,29,0.96831688609414135,0.031683113905858699
3907,2017-03-18,29,0.9985056309688769,0.0014943690311232322
3944,2017-03-19,29,0.88424093399368953,0.11575906600631022
4657,2017-03-19,29,0.9412785716517853,0.058721428348214727
4663,2017-03-18,29,0.95565005510230316,0.044349944897696857
5062,2017-03-18,29,0.61149916558962625,0.38850083441037381
4461,2017-03-18,29,0.44895798167119078,0.55104201832880917
12805,2017-03-18,29,0.57087329731012149,0.42912670268987857
