4336,2017-04-01,30,0.012926273271996053,0.9870737267280041
4025,2017-04-01,30,0.3752565884504569,0.6247434115495429
4226,2017-04-01,30,0.9897288094360962,0.010271190563903868
4235,2017-04-01,30,0.007873065652836502,0.9921269343471635
4352,2017-04-02,30,0.7612027660867647,0.23879723391323515
4018,2017-04-01,30,0.8689446181366964,0.1310553818633035
4449,2017-04-01,30,0.9538678273418661,0.046132172658133824
4504,2017-04-01,30,0.9443914100583479,0.055608589941652124
4280,2017-04-01,30,0.4275421391071945,0.5724578608928055
4289,2017-04-01,30,0.8122195637028388,0.18778043629716124
4487,2017-04-01,30,0.004069270254978426,0.9959307297450217
3961,2017-04-01,30,0.9951626054192724,0.004837394580727588
3982,2017-04-01,30,0.016860130751841906,0.983139869248158
3985,2017-04-01,30,0.9315059781711537,0.06849402182884624
3987,2017-04-01,30,0.4773816868299518,0.5226183131700481
4003,2017-04-02,30,0.9624967866008586,0.03750321339914136
4475,2017-04-01,30,0.9565412479219204,0.04345875207807944
4303,2017-04-01,30,0.9422154199672456,0.05778458003275444
4306,2017-04-01,30,0.9971117831139912,0.0028882168860087255
3901,2017-04-02,30,0.989356962989886,0.010643037010114084
4325,2017-04-01,30,0.9988138397170044,0.0011861602829956017
3912,2017-04-02,30,0.9076204161572708,0.09237958384272918
4322,2017-04-01,30,0.9662542851206849,0.033745714879314985
4362,2017-04-01,30,0.9571688900431867,0.04283110995681322
4249,2017-04-01,30,0.8802486249422677,0.11975137505773227
4252,2017-04-01,30,0.8207496670582436,0.1792503329417566
4366,2017-04-01,30,0.8234256753462474,0.1765743246537524
4376,2017-04-02,30,0.9430255362141234,0.05697446378587668
4363,2017-04-02,30,0.8834887016699673,0.11651129833003254
4410,2017-04-01,30,0.9955034922486381,0.004496507751361936
4159,2017-04-02,30,0.9385884473073265,0.06141155269267356
4165,2017-04-02,30,0.9923197943934754,0.007680205606524518
4068,2017-04-01,30,0.7416970749801347,0.2583029250198653
4071,2017-04-01,30,0.6333724625550737,0.3666275374449263
4183,2017-04-01,30,0.9470258177200732,0.05297418227992664
4185,2017-04-01,30,0.7748888784614122,0.22511112153858792
4011,2017-04-01,30,0.9918557427481899,0.008144257251810158
4227,2017-04-01,30,0.38890123256138553,0.6110987674386145
3942,2017-04-01,30,0.8921299710722445,0.10787002892775549
4145,2017-04-02,30,0.9998181356473849,0.00018186435261502212
4264,2017-04-01,30,0.9372594232015988,0.06274057679840132
4258,2017-04-01,30,0.9122072685175495,0.08779273148245052
4245,2017-04-01,30,0.6122392657534877,0.3877607342465122
3930,2017-04-01,30,0.45351351041945565,0.5464864895805441
5033,2017-04-01,30,0.5297588041656479,0.47024119583435187
3929,2017-04-01,30,0.9611168231820169,0.03888317681798314
4356,2017-04-02,30,0.7317689560343896,0.26823104396561037
4447,2017-04-01,30,0.7631789971408207,0.23682100285917929
3989,2017-04-01,30,0.9101425289227212,0.08985747107727879
4085,2017-04-01,30,0.5092627612453933,0.49073723875460684
4086,2017-04-01,30,0.937706362610035,0.0622936373899649
4537,2017-04-01,30,0.9207350375212177,0.07926496247878215
4557,2017-04-01,30,0.9456090537307719,0.05439094626922816
4503,2017-04-01,30,0.8350832138066873,0.16491678619331276
3981,2017-04-01,30,0.8625400770316555,0.13745992296834467
4460,2017-04-02,30,0.9940890107166878,0.005910989283312203
4638,2017-04-02,30,0.6590572553315083,0.34094274466849184
4639,2017-04-02,30,0.9393915416722957,0.06060845832770423
4637,2017-04-02,30,0.8844090213871654,0.11559097861283452
4646,2017-04-02,30,0.9067433482938055,0.09325665170619454
5059,2017-04-02,30,0.9964968379789123,0.003503162021087679
4674,2017-04-01,30,0.003811432009445511,0.9961885679905542
5104,2017-04-01,30,0.889679678534839,0.11032032146516121
5116,2017-04-01,30,0.6828469398034794,0.3171530601965205
5117,2017-04-01,30,0.8945305638292695,0.10546943617073053
5003,2017-04-02,30,0.9033701966682905,0.09662980333170934
4649,2017-04-02,30,0.9225491440791461,0.0774508559208538
4626,2017-04-02,30,0.9419712297805302,0.0580287702194698
5244,2017-04-02,30,0.8140982116284444,0.1859017883715558
5091,2017-04-01,30,0.009886675303242082,0.9901133246967581
6966,2017-04-01,30,0.8285227233268145,0.17147727667318519
7050,2017-04-01,30,0.65602844618644,0.3439715538135601
7895,2017-04-01,30,0.998201051100758,0.0017989488992419538
5217,2017-04-01,30,0.2321116265053804,0.7678883734946195
9071,2017-04-01,30,0.9900882938512836,0.009911706148716413
5029,2017-04-02,30,0.9001846411792577,0.0998153588207421
