4336,2017-04-01,30
4025,2017-04-01,30
4226,2017-04-01,30
4235,2017-04-01,30
4352,2017-04-02,30
4018,2017-04-01,30
4449,2017-04-01,30
4504,2017-04-01,30
4280,2017-04-01,30
4289,2017-04-01,30
4487,2017-04-01,30
3961,2017-04-01,30
3982,2017-04-01,30
3985,2017-04-01,30
3987,2017-04-01,30
4003,2017-04-02,30
4475,2017-04-01,30
4303,2017-04-01,30
4306,2017-04-01,30
3901,2017-04-02,30
4325,2017-04-01,30
3912,2017-04-02,30
4322,2017-04-01,30
4362,2017-04-01,30
4249,2017-04-01,30
4252,2017-04-01,30
4366,2017-04-01,30
4376,2017-04-02,30
4363,2017-04-02,30
4410,2017-04-01,30
4159,2017-04-02,30
4165,2017-04-02,30
4068,2017-04-01,30
4071,2017-04-01,30
4183,2017-04-01,30
4185,2017-04-01,30
4011,2017-04-01,30
4227,2017-04-01,30
3942,2017-04-01,30
4145,2017-04-02,30
4264,2017-04-01,30
4258,2017-04-01,30
4245,2017-04-01,30
3930,2017-04-01,30
5033,2017-04-01,30
3929,2017-04-01,30
4356,2017-04-02,30
4447,2017-04-01,30
3989,2017-04-01,30
4085,2017-04-01,30
4086,2017-04-01,30
4537,2017-04-01,30
4557,2017-04-01,30
4503,2017-04-01,30
3981,2017-04-01,30
4460,2017-04-02,30
4638,2017-04-02,30
4639,2017-04-02,30
4637,2017-04-02,30
4646,2017-04-02,30
5059,2017-04-02,30
4674,2017-04-01,30
5104,2017-04-01,30
5116,2017-04-01,30
5117,2017-04-01,30
5003,2017-04-02,30
4649,2017-04-02,30
4626,2017-04-02,30
5244,2017-04-02,30
5091,2017-04-01,30
6966,2017-04-01,30
7050,2017-04-01,30
7895,2017-04-01,30
5217,2017-04-01,30
9071,2017-04-01,30
5029,2017-04-02,30
6848,2017-04-01,30
11223,2017-04-02,30
5433,2017-04-02,30
5240,2017-04-01,30
5790,2017-04-01,30
6191,2017-04-01,30
10359,2017-04-01,30
6006,2017-04-01,30
7382,2017-04-01,30
5419,2017-04-02,30
5119,2017-04-01,30
7198,2017-04-01,30
12065,2017-04-01,30
4384,2017-04-02,30
12773,2017-04-02,30
11424,2017-04-02,30
11262,2017-04-01,30
5089,2017-04-01,30
6374,2017-04-01,30
5747,2017-04-02,30
13763,2017-04-02,30
7959,2017-04-01,30
