3925,2014-08-16,1,-16.48956624622436,9.786134400296302,-27.094098854458746,0
4332,2014-08-16,1,110.48066305721622,75.73372270155173,-17.353576280762674,0
4333,2014-08-16,1,47.7859445664123,-3.75337497096917,-6.113993037853366,0
4334,2014-08-16,1,-33.855121460495056,4.994915285621335,11.108778712490471,0
3928,2014-08-16,1,134.7735177756072,-4.109000472380697,16.218409044903627,0
4336,2014-08-16,1,95.0699030867552,-4.330082888035257,5.751172008559643,0
3934,2014-08-16,1,154.32066212722668,-32.18276183771849,31.135846124910103,0
4348,2014-08-16,1,-10.30119843508569,-19.600563013590246,-15.505026442683933,0
3946,2014-08-16,1,185.12244578325146,-21.72770564637586,35.02618832846148,0
4335,2014-08-16,1,2.163186310200637,-10.581099727340144,-15.434962432944262,0
3931,2014-08-16,1,77.81667046988797,-3.9226884163150797,1.8600763072551374,0
4338,2014-08-16,1,4.8052447783953305,-21.97178872581703,-11.093482656443044,0
4340,2014-08-16,1,-67.69818289033682,2.3744695495201773,-11.68812291701386,0
4343,2014-08-16,1,-34.72654478124992,-4.209175612400605,-26.955540325724844,0
3938,2014-08-16,1,85.41565673356165,9.784251869399428,-1.360284274891892,0
3940,2014-08-16,1,16.092075057647108,-11.838556730354423,14.789112002121664,0
4349,2014-08-16,1,-41.703768167422844,-0.03639436870617478,-30.045601343915795,0
3941,2014-08-16,1,26.994279474521168,-20.535222906331377,-5.928194606593877,0
3950,2014-08-16,1,-50.244215799928014,32.713389206853996,29.033980680648767,0
3932,2014-08-16,1,-24.91849187760793,1.1194523485270709,-26.45507571114303,0
4153,2014-08-16,1,-53.671784130151586,-0.6030803154326356,-17.875471987765852,0
4986,2014-08-16,1,-106.69685039635425,8.278422587379353,-0.6393894613075537,0
4570,2014-08-16,1,-73.05062208872666,10.905653595494373,14.49841230228206,0
3933,2014-08-16,1,5.6545845750188874,28.145056135470146,-3.0945492395679457,0
5234,2014-08-16,1,-34.73676736106648,15.9046987754572,15.097292422400498,0
4346,2014-08-16,1,-92.00368853469638,27.641944359487212,19.18462330846632,0
3943,2014-08-16,1,-80.136457530319,0.4297151750474832,31.506625180283603,0
